MLII,V1,Sample
-0.16,-0.065,158029
-0.135,-0.06,158030
-0.15,-0.095,158031
-0.155,-0.105,158032
-0.165,-0.125,158033
-0.15,-0.125,158034
-0.15,-0.105,158035
-0.165,-0.105,158036
-0.2,-0.11,158037
-0.225,-0.11,158038
-0.225,-0.13,158039
-0.225,-0.14,158040
-0.23,-0.12,158041
-0.235,-0.1,158042
-0.265,-0.105,158043
-0.285,-0.1,158044
-0.295,-0.105,158045
-0.29,-0.095,158046
-0.275,-0.085,158047
-0.28,-0.065,158048
-0.295,-0.08,158049
-0.325,-0.095,158050
-0.32,-0.09,158051
-0.31,-0.095,158052
-0.29,-0.095,158053
-0.29,-0.075,158054
-0.32,-0.08,158055
-0.32,-0.1,158056
-0.335,-0.105,158057
-0.3,-0.115,158058
-0.29,-0.11,158059
-0.3,-0.09,158060
-0.305,-0.095,158061
-0.31,-0.1,158062
-0.31,-0.1,158063
-0.29,-0.105,158064
-0.275,-0.1,158065
-0.295,-0.09,158066
-0.305,-0.1,158067
-0.315,-0.115,158068
-0.315,-0.14,158069
-0.295,-0.14,158070
-0.26,-0.125,158071
-0.18,-0.115,158072
-0.085,-0.165,158073
0.03,-0.245,158074
0.225,-0.33,158075
0.49,-0.375,158076
0.76,-0.4,158077
1.035,-0.38,158078
1.275,-0.405,158079
1.43,-0.42,158080
1.445,-0.395,158081
1.25,-0.31,158082
0.955,-0.225,158083
0.62,-0.155,158084
0.29,-0.13,158085
0.005,-0.135,158086
-0.15,-0.165,158087
-0.205,-0.19,158088
-0.245,-0.175,158089
-0.285,-0.14,158090
-0.32,-0.1,158091
-0.315,-0.1,158092
-0.3,-0.1,158093
-0.285,-0.09,158094
-0.28,-0.075,158095
-0.3,-0.065,158096
-0.32,-0.05,158097
-0.335,-0.075,158098
-0.325,-0.075,158099
-0.32,-0.08,158100
-0.31,-0.06,158101
-0.315,-0.055,158102
-0.315,-0.06,158103
-0.34,-0.07,158104
-0.34,-0.075,158105
-0.325,-0.07,158106
-0.3,-0.07,158107
-0.31,-0.055,158108
-0.34,-0.045,158109
-0.35,-0.07,158110
-0.34,-0.08,158111
-0.325,-0.08,158112
-0.315,-0.075,158113
-0.3,-0.05,158114
-0.32,-0.055,158115
-0.33,-0.07,158116
-0.34,-0.08,158117
-0.32,-0.075,158118
-0.3,-0.075,158119
-0.3,-0.06,158120
-0.32,-0.06,158121
-0.32,-0.06,158122
-0.31,-0.08,158123
-0.31,-0.08,158124
-0.28,-0.07,158125
-0.28,-0.06,158126
-0.295,-0.06,158127
-0.305,-0.07,158128
-0.295,-0.085,158129
-0.28,-0.095,158130
-0.245,-0.085,158131
-0.24,-0.085,158132
-0.245,-0.085,158133
-0.25,-0.105,158134
-0.255,-0.125,158135
-0.225,-0.125,158136
-0.19,-0.12,158137
-0.195,-0.125,158138
-0.185,-0.14,158139
-0.18,-0.145,158140
-0.18,-0.16,158141
-0.155,-0.175,158142
-0.13,-0.175,158143
-0.12,-0.175,158144
-0.13,-0.18,158145
-0.115,-0.2,158146
-0.1,-0.225,158147
-0.07,-0.235,158148
-0.05,-0.22,158149
-0.035,-0.225,158150
-0.035,-0.245,158151
-0.025,-0.265,158152
-0.01,-0.285,158153
0.025,-0.29,158154
0.045,-0.29,158155
0.065,-0.285,158156
0.06,-0.28,158157
0.075,-0.3,158158
0.085,-0.325,158159
0.1,-0.325,158160
0.125,-0.33,158161
0.135,-0.315,158162
0.13,-0.32,158163
0.125,-0.33,158164
0.14,-0.34,158165
0.15,-0.345,158166
0.17,-0.32,158167
0.17,-0.31,158168
0.155,-0.31,158169
0.14,-0.31,158170
0.125,-0.3,158171
0.14,-0.295,158172
0.14,-0.28,158173
0.12,-0.25,158174
0.095,-0.24,158175
0.075,-0.23,158176
0.03,-0.23,158177
0.025,-0.205,158178
0.025,-0.175,158179
0.0,-0.135,158180
-0.065,-0.12,158181
-0.065,-0.12,158182
-0.09,-0.11,158183
-0.1,-0.1,158184
-0.115,-0.075,158185
-0.145,-0.05,158186
-0.17,-0.05,158187
-0.195,-0.045,158188
-0.215,-0.045,158189
-0.21,-0.04,158190
-0.205,-0.025,158191
-0.22,-0.01,158192
-0.25,0.0,158193
-0.275,-0.015,158194
-0.275,-0.03,158195
-0.265,-0.025,158196
-0.26,0.0,158197
-0.265,0.015,158198
-0.285,0.015,158199
-0.29,0.005,158200
-0.29,-0.005,158201
-0.28,-0.01,158202
-0.28,0.0,158203
-0.27,0.02,158204
-0.28,0.005,158205
-0.295,0.01,158206
-0.295,-0.01,158207
-0.295,-0.01,158208
-0.3,0.005,158209
-0.275,0.0,158210
-0.285,-0.005,158211
-0.31,-0.005,158212
-0.315,-0.01,158213
-0.3,-0.01,158214
-0.29,-0.005,158215
-0.29,0.015,158216
-0.3,-0.01,158217
-0.31,-0.01,158218
-0.305,-0.02,158219
-0.3,-0.015,158220
-0.285,-0.005,158221
-0.29,-0.005,158222
-0.305,0.01,158223
-0.295,-0.01,158224
-0.315,-0.025,158225
-0.3,-0.015,158226
-0.28,0.0,158227
-0.29,0.0,158228
-0.31,-0.005,158229
-0.305,-0.005,158230
-0.3,-0.02,158231
-0.27,-0.02,158232
-0.24,0.0,158233
-0.22,0.005,158234
-0.22,0.02,158235
-0.23,-0.005,158236
-0.225,0.0,158237
-0.205,-0.005,158238
-0.18,0.0,158239
-0.16,0.0,158240
-0.16,0.0,158241
-0.155,-0.02,158242
-0.15,-0.05,158243
-0.145,-0.05,158244
-0.135,-0.055,158245
-0.14,-0.04,158246
-0.155,-0.04,158247
-0.175,-0.075,158248
-0.16,-0.065,158249
-0.175,-0.075,158250
-0.175,-0.055,158251
-0.19,-0.04,158252
-0.215,-0.04,158253
-0.22,-0.055,158254
-0.245,-0.05,158255
-0.27,-0.05,158256
-0.265,-0.05,158257
-0.275,-0.025,158258
-0.3,-0.005,158259
-0.34,-0.015,158260
-0.33,-0.015,158261
-0.32,-0.005,158262
-0.33,0.015,158263
-0.34,0.035,158264
-0.36,0.045,158265
-0.355,0.04,158266
-0.36,0.04,158267
-0.34,0.05,158268
-0.33,0.065,158269
-0.325,0.08,158270
-0.33,0.08,158271
-0.32,0.055,158272
-0.28,0.0,158273
-0.22,-0.035,158274
-0.17,-0.09,158275
-0.13,-0.135,158276
-0.095,-0.215,158277
-0.035,-0.31,158278
0.04,-0.4,158279
0.115,-0.49,158280
0.19,-0.55,158281
0.25,-0.6,158282
0.3,-0.655,158283
0.34,-0.715,158284
0.385,-0.77,158285
0.455,-0.825,158286
0.505,-0.85,158287
0.545,-0.885,158288
0.615,-0.91,158289
0.725,-0.95,158290
0.855,-1.015,158291
1.035,-1.105,158292
1.265,-1.165,158293
1.495,-1.23,158294
1.72,-1.245,158295
1.905,-1.25,158296
2.055,-1.2,158297
2.075,-1.085,158298
1.89,-0.91,158299
1.56,-0.705,158300
1.12,-0.5,158301
0.665,-0.31,158302
0.27,-0.17,158303
0.025,-0.09,158304
-0.11,-0.06,158305
-0.225,0.0,158306
-0.32,0.035,158307
-0.39,0.045,158308
-0.405,0.07,158309
-0.395,0.075,158310
-0.42,0.11,158311
-0.435,0.13,158312
-0.47,0.135,158313
-0.51,0.14,158314
-0.515,0.135,158315
-0.52,0.15,158316
-0.505,0.165,158317
-0.51,0.185,158318
-0.52,0.18,158319
-0.54,0.18,158320
-0.555,0.17,158321
-0.535,0.17,158322
-0.53,0.19,158323
-0.535,0.21,158324
-0.535,0.22,158325
-0.55,0.19,158326
-0.56,0.195,158327
-0.555,0.185,158328
-0.555,0.205,158329
-0.545,0.22,158330
-0.565,0.23,158331
-0.58,0.22,158332
-0.585,0.225,158333
-0.575,0.225,158334
-0.565,0.255,158335
-0.575,0.27,158336
-0.59,0.28,158337
-0.605,0.26,158338
-0.605,0.26,158339
-0.605,0.265,158340
-0.605,0.29,158341
-0.6,0.31,158342
-0.62,0.315,158343
-0.635,0.315,158344
-0.65,0.3,158345
-0.64,0.315,158346
-0.62,0.335,158347
-0.62,0.35,158348
-0.635,0.37,158349
-0.665,0.365,158350
-0.65,0.36,158351
-0.65,0.365,158352
-0.64,0.38,158353
-0.645,0.4,158354
-0.665,0.4,158355
-0.67,0.395,158356
-0.665,0.38,158357
-0.64,0.39,158358
-0.625,0.395,158359
-0.625,0.405,158360
-0.63,0.39,158361
-0.63,0.38,158362
-0.62,0.37,158363
-0.59,0.355,158364
-0.575,0.37,158365
-0.555,0.36,158366
-0.545,0.325,158367
-0.54,0.315,158368
-0.515,0.28,158369
-0.485,0.27,158370
-0.465,0.26,158371
-0.455,0.25,158372
-0.44,0.245,158373
-0.43,0.2,158374
-0.425,0.175,158375
-0.4,0.165,158376
-0.37,0.155,158377
-0.36,0.15,158378
-0.36,0.14,158379
-0.365,0.115,158380
-0.355,0.095,158381
-0.35,0.095,158382
-0.345,0.095,158383
-0.345,0.085,158384
-0.355,0.08,158385
-0.39,0.07,158386
-0.395,0.05,158387
-0.375,0.045,158388
-0.37,0.065,158389
-0.385,0.07,158390
-0.4,0.08,158391
-0.405,0.065,158392
-0.415,0.05,158393
-0.4,0.065,158394
-0.39,0.065,158395
-0.385,0.075,158396
-0.42,0.08,158397
-0.425,0.065,158398
-0.43,0.06,158399
-0.43,0.06,158400
-0.42,0.065,158401
-0.415,0.07,158402
-0.42,0.075,158403
-0.425,0.05,158404
-0.42,0.05,158405
-0.41,0.05,158406
-0.4,0.055,158407
-0.415,0.065,158408
-0.42,0.06,158409
-0.45,0.055,158410
-0.425,0.04,158411
-0.43,0.045,158412
-0.42,0.05,158413
-0.425,0.07,158414
-0.415,0.06,158415
-0.42,0.065,158416
-0.415,0.055,158417
-0.405,0.055,158418
-0.4,0.075,158419
-0.4,0.085,158420
-0.405,0.08,158421
-0.405,0.06,158422
-0.385,0.05,158423
-0.36,0.03,158424
-0.335,0.03,158425
-0.315,0.02,158426
-0.3,-0.015,158427
-0.28,-0.06,158428
-0.255,-0.11,158429
-0.205,-0.14,158430
-0.14,-0.175,158431
-0.085,-0.215,158432
-0.02,-0.27,158433
0.055,-0.355,158434
0.13,-0.44,158435
0.235,-0.48,158436
0.335,-0.53,158437
0.43,-0.565,158438
0.51,-0.615,158439
0.575,-0.69,158440
0.685,-0.745,158441
0.815,-0.81,158442
0.93,-0.845,158443
1.025,-0.87,158444
1.12,-0.89,158445
1.2,-0.92,158446
1.28,-0.935,158447
1.325,-0.9,158448
1.33,-0.845,158449
1.275,-0.785,158450
1.205,-0.73,158451
1.14,-0.695,158452
1.1,-0.65,158453
1.065,-0.585,158454
1.035,-0.515,158455
0.995,-0.455,158456
0.935,-0.41,158457
0.91,-0.41,158458
0.89,-0.405,158459
0.885,-0.39,158460
0.92,-0.38,158461
0.94,-0.35,158462
0.935,-0.345,158463
0.87,-0.355,158464
0.765,-0.37,158465
0.6,-0.345,158466
0.395,-0.29,158467
0.165,-0.21,158468
-0.055,-0.11,158469
-0.25,-0.025,158470
-0.36,0.035,158471
-0.475,0.085,158472
-0.5,0.15,158473
-0.565,0.18,158474
-0.63,0.2,158475
-0.66,0.205,158476
-0.67,0.205,158477
-0.715,0.215,158478
-0.735,0.235,158479
-0.74,0.26,158480
-0.76,0.265,158481
-0.795,0.27,158482
-0.82,0.265,158483
-0.81,0.275,158484
-0.8,0.295,158485
-0.82,0.31,158486
-0.83,0.32,158487
-0.845,0.305,158488
-0.85,0.3,158489
-0.86,0.325,158490
-0.855,0.325,158491
-0.87,0.345,158492
-0.885,0.355,158493
-0.905,0.355,158494
-0.915,0.34,158495
-0.92,0.36,158496
-0.92,0.38,158497
-0.935,0.395,158498
-0.925,0.42,158499
-0.955,0.41,158500
-0.97,0.415,158501
-0.975,0.405,158502
-0.97,0.44,158503
-0.98,0.45,158504
-1.005,0.46,158505
-1.045,0.465,158506
-1.045,0.465,158507
-1.045,0.46,158508
-1.03,0.485,158509
-1.015,0.495,158510
-1.045,0.505,158511
-1.06,0.485,158512
-1.075,0.465,158513
-1.04,0.475,158514
-1.025,0.48,158515
-1.005,0.48,158516
-1.025,0.47,158517
-1.025,0.435,158518
-1.015,0.405,158519
-0.98,0.395,158520
-0.96,0.38,158521
-0.935,0.38,158522
-0.93,0.365,158523
-0.915,0.335,158524
-0.89,0.3,158525
-0.845,0.275,158526
-0.815,0.245,158527
-0.78,0.245,158528
-0.765,0.215,158529
-0.745,0.19,158530
-0.715,0.165,158531
-0.68,0.145,158532
-0.63,0.145,158533
-0.61,0.14,158534
-0.595,0.13,158535
-0.58,0.115,158536
-0.565,0.095,158537
-0.55,0.09,158538
-0.525,0.09,158539
-0.51,0.09,158540
-0.51,0.075,158541
-0.505,0.07,158542
-0.505,0.055,158543
-0.5,0.05,158544
-0.47,0.06,158545
-0.47,0.08,158546
-0.48,0.075,158547
-0.505,0.07,158548
-0.505,0.055,158549
-0.495,0.045,158550
-0.48,0.055,158551
-0.48,0.07,158552
-0.5,0.08,158553
-0.485,0.065,158554
-0.505,0.05,158555
-0.475,0.05,158556
-0.465,0.06,158557
-0.46,0.07,158558
-0.47,0.065,158559
-0.49,0.055,158560
-0.48,0.035,158561
-0.455,0.045,158562
-0.44,0.06,158563
-0.44,0.055,158564
-0.45,0.045,158565
-0.47,0.035,158566
-0.465,0.03,158567
-0.445,0.03,158568
-0.425,0.055,158569
-0.44,0.05,158570
-0.44,0.045,158571
-0.455,0.045,158572
-0.455,0.025,158573
-0.44,0.02,158574
-0.42,0.03,158575
-0.43,0.045,158576
-0.44,0.04,158577
-0.44,0.03,158578
-0.44,0.02,158579
-0.425,0.015,158580
-0.415,0.02,158581
-0.415,0.025,158582
-0.43,0.035,158583
-0.435,0.015,158584
-0.435,0.015,158585
-0.425,0.0,158586
-0.415,0.01,158587
-0.42,0.025,158588
-0.425,0.02,158589
-0.42,0.005,158590
-0.425,0.005,158591
-0.4,-0.015,158592
-0.38,0.005,158593
-0.38,0.015,158594
-0.38,0.02,158595
-0.385,0.005,158596
-0.385,-0.015,158597
-0.38,-0.005,158598
-0.365,0.01,158599
-0.38,0.01,158600
-0.385,0.005,158601
-0.4,-0.005,158602
-0.39,-0.005,158603
-0.39,-0.015,158604
-0.37,-0.005,158605
-0.38,0.01,158606
-0.37,0.0,158607
-0.385,0.0,158608
-0.39,-0.025,158609
-0.37,-0.02,158610
-0.355,-0.025,158611
-0.36,-0.005,158612
-0.36,-0.005,158613
-0.375,-0.02,158614
-0.37,-0.035,158615
-0.365,-0.025,158616
-0.35,-0.02,158617
-0.36,-0.01,158618
-0.36,-0.005,158619
-0.37,-0.015,158620
-0.385,-0.025,158621
-0.375,-0.025,158622
-0.345,-0.015,158623
-0.33,-0.005,158624
-0.35,-0.01,158625
-0.36,-0.02,158626
-0.365,-0.03,158627
-0.355,-0.03,158628
-0.34,-0.02,158629
-0.34,-0.01,158630
-0.365,-0.01,158631
-0.37,-0.015,158632
-0.365,-0.03,158633
-0.36,-0.03,158634
-0.36,-0.03,158635
-0.35,-0.02,158636
-0.375,-0.01,158637
-0.375,-0.02,158638
-0.37,-0.04,158639
-0.345,-0.035,158640
-0.34,-0.03,158641
-0.335,-0.015,158642
-0.34,-0.015,158643
-0.365,-0.03,158644
-0.355,-0.04,158645
-0.345,-0.045,158646
-0.32,-0.025,158647
-0.33,-0.01,158648
-0.34,-0.015,158649
-0.36,-0.025,158650
-0.365,-0.04,158651
-0.34,-0.045,158652
-0.34,-0.025,158653
-0.32,-0.02,158654
-0.335,-0.01,158655
-0.35,-0.03,158656
-0.35,-0.035,158657
-0.34,-0.03,158658
-0.315,-0.03,158659
-0.31,-0.015,158660
-0.32,-0.005,158661
-0.34,-0.02,158662
-0.345,-0.03,158663
-0.325,-0.04,158664
-0.305,-0.03,158665
-0.3,-0.025,158666
-0.33,-0.02,158667
-0.345,-0.03,158668
-0.34,-0.05,158669
-0.32,-0.045,158670
-0.3,-0.02,158671
-0.3,-0.03,158672
-0.31,-0.025,158673
-0.315,-0.03,158674
-0.31,-0.03,158675
-0.305,-0.02,158676
-0.26,-0.015,158677
-0.235,0.005,158678
-0.24,0.005,158679
-0.255,-0.01,158680
-0.25,-0.02,158681
-0.23,-0.015,158682
-0.195,-0.01,158683
-0.19,0.0,158684
-0.175,-0.01,158685
-0.18,-0.035,158686
-0.17,-0.045,158687
-0.15,-0.07,158688
-0.135,-0.075,158689
-0.14,-0.065,158690
-0.155,-0.07,158691
-0.18,-0.08,158692
-0.18,-0.09,158693
-0.18,-0.105,158694
-0.175,-0.08,158695
-0.19,-0.07,158696
-0.215,-0.07,158697
-0.25,-0.075,158698
-0.255,-0.09,158699
-0.26,-0.08,158700
-0.26,-0.07,158701
-0.27,-0.04,158702
-0.285,-0.03,158703
-0.295,-0.05,158704
-0.31,-0.07,158705
-0.31,-0.065,158706
-0.295,-0.05,158707
-0.3,-0.05,158708
-0.31,-0.05,158709
-0.315,-0.06,158710
-0.32,-0.075,158711
-0.315,-0.065,158712
-0.305,-0.055,158713
-0.295,-0.05,158714
-0.295,-0.04,158715
-0.32,-0.055,158716
-0.33,-0.07,158717
-0.3,-0.07,158718
-0.285,-0.075,158719
-0.285,-0.055,158720
-0.285,-0.055,158721
-0.3,-0.07,158722
-0.305,-0.075,158723
-0.29,-0.09,158724
-0.285,-0.075,158725
-0.305,-0.08,158726
-0.315,-0.075,158727
-0.29,-0.07,158728
-0.215,-0.11,158729
-0.075,-0.165,158730
0.115,-0.24,158731
0.355,-0.275,158732
0.63,-0.32,158733
0.96,-0.34,158734
1.27,-0.375,158735
1.53,-0.375,158736
1.59,-0.355,158737
1.355,-0.26,158738
0.965,-0.2,158739
0.54,-0.15,158740
0.175,-0.125,158741
-0.075,-0.13,158742
-0.205,-0.15,158743
-0.255,-0.16,158744
-0.26,-0.14,158745
-0.295,-0.125,158746
-0.31,-0.105,158747
-0.285,-0.09,158748
-0.245,-0.08,158749
-0.245,-0.05,158750
-0.28,-0.05,158751
-0.31,-0.055,158752
-0.31,-0.07,158753
-0.305,-0.05,158754
-0.285,-0.045,158755
-0.29,-0.05,158756
-0.31,-0.045,158757
-0.325,-0.05,158758
-0.31,-0.055,158759
-0.295,-0.06,158760
-0.275,-0.05,158761
-0.27,-0.04,158762
-0.29,-0.035,158763
-0.305,-0.055,158764
-0.305,-0.07,158765
-0.295,-0.06,158766
-0.28,-0.045,158767
-0.265,-0.04,158768
-0.28,-0.04,158769
-0.285,-0.05,158770
-0.285,-0.055,158771
-0.28,-0.065,158772
-0.265,-0.065,158773
-0.26,-0.05,158774
-0.265,-0.05,158775
-0.275,-0.065,158776
-0.275,-0.065,158777
-0.24,-0.06,158778
-0.23,-0.06,158779
-0.23,-0.06,158780
-0.23,-0.06,158781
-0.24,-0.07,158782
-0.23,-0.08,158783
-0.215,-0.09,158784
-0.185,-0.08,158785
-0.185,-0.07,158786
-0.175,-0.06,158787
-0.19,-0.085,158788
-0.19,-0.095,158789
-0.165,-0.105,158790
-0.14,-0.105,158791
-0.135,-0.105,158792
-0.14,-0.11,158793
-0.14,-0.125,158794
-0.13,-0.135,158795
-0.105,-0.14,158796
-0.08,-0.14,158797
-0.08,-0.135,158798
-0.065,-0.16,158799
-0.06,-0.165,158800
-0.06,-0.185,158801
-0.03,-0.2,158802
0.0,-0.2,158803
0.025,-0.195,158804
0.02,-0.205,158805
0.04,-0.23,158806
0.045,-0.265,158807
0.085,-0.255,158808
0.11,-0.26,158809
0.135,-0.255,158810
0.12,-0.255,158811
0.12,-0.275,158812
0.135,-0.295,158813
0.155,-0.285,158814
0.18,-0.285,158815
0.18,-0.29,158816
0.19,-0.27,158817
0.185,-0.29,158818
0.195,-0.31,158819
0.215,-0.3,158820
0.22,-0.275,158821
0.225,-0.26,158822
0.205,-0.265,158823
0.18,-0.26,158824
0.17,-0.25,158825
0.165,-0.235,158826
0.17,-0.215,158827
0.16,-0.2,158828
0.14,-0.18,158829
0.105,-0.175,158830
0.085,-0.175,158831
0.065,-0.145,158832
0.065,-0.135,158833
0.035,-0.095,158834
0.005,-0.09,158835
-0.015,-0.09,158836
-0.045,-0.08,158837
-0.06,-0.07,158838
-0.06,-0.045,158839
-0.08,-0.04,158840
-0.11,-0.02,158841
-0.14,-0.02,158842
-0.15,-0.03,158843
-0.145,-0.02,158844
-0.145,-0.01,158845
-0.155,0.01,158846
-0.175,0.015,158847
-0.21,0.005,158848
-0.195,-0.005,158849
-0.195,-0.005,158850
-0.175,0.02,158851
-0.18,0.03,158852
-0.195,0.02,158853
-0.215,0.01,158854
-0.22,0.0,158855
-0.2,0.005,158856
-0.185,0.02,158857
-0.175,0.025,158858
-0.195,0.025,158859
-0.22,0.01,158860
-0.22,0.0,158861
-0.2,0.01,158862
-0.19,0.015,158863
-0.185,0.03,158864
-0.21,0.025,158865
-0.205,0.01,158866
-0.205,0.01,158867
-0.2,0.0,158868
-0.185,0.01,158869
-0.185,0.005,158870
-0.185,0.02,158871
-0.2,0.01,158872
-0.205,-0.005,158873
-0.2,-0.02,158874
-0.19,-0.005,158875
-0.19,0.015,158876
-0.2,0.01,158877
-0.21,0.0,158878
-0.21,-0.015,158879
-0.19,-0.01,158880
-0.175,0.0,158881
-0.18,0.01,158882
-0.18,0.0,158883
-0.19,0.0,158884
-0.17,-0.02,158885
-0.15,-0.005,158886
-0.115,0.005,158887
-0.125,0.01,158888
-0.105,0.005,158889
-0.115,-0.01,158890
-0.11,-0.02,158891
-0.095,-0.02,158892
-0.055,-0.025,158893
-0.045,-0.005,158894
-0.045,-0.015,158895
-0.05,-0.055,158896
-0.045,-0.05,158897
-0.025,-0.065,158898
-0.015,-0.07,158899
-0.015,-0.05,158900
-0.04,-0.065,158901
-0.055,-0.065,158902
-0.065,-0.075,158903
-0.055,-0.07,158904
-0.06,-0.055,158905
-0.085,-0.035,158906
-0.105,-0.04,158907
-0.12,-0.05,158908
-0.135,-0.055,158909
-0.14,-0.07,158910
-0.15,-0.05,158911
-0.16,-0.03,158912
-0.185,-0.02,158913
-0.195,-0.02,158914
-0.205,-0.04,158915
-0.2,-0.025,158916
-0.205,-0.025,158917
-0.215,-0.005,158918
-0.225,0.005,158919
-0.25,0.005,158920
-0.25,-0.01,158921
-0.235,0.005,158922
-0.225,0.035,158923
-0.22,0.05,158924
-0.23,0.055,158925
-0.235,0.05,158926
-0.245,0.05,158927
-0.225,0.05,158928
-0.2,0.07,158929
-0.17,0.055,158930
-0.145,0.025,158931
-0.125,-0.04,158932
-0.085,-0.095,158933
-0.015,-0.165,158934
0.055,-0.25,158935
0.13,-0.325,158936
0.185,-0.405,158937
0.24,-0.495,158938
0.295,-0.57,158939
0.36,-0.635,158940
0.42,-0.68,158941
0.465,-0.72,158942
0.515,-0.76,158943
0.595,-0.815,158944
0.715,-0.885,158945
0.87,-0.98,158946
1.065,-1.045,158947
1.275,-1.1,158948
1.49,-1.135,158949
1.72,-1.17,158950
1.93,-1.175,158951
2.11,-1.155,158952
2.16,-1.045,158953
2.005,-0.86,158954
1.7,-0.67,158955
1.335,-0.51,158956
0.94,-0.33,158957
0.55,-0.18,158958
0.27,-0.105,158959
0.075,-0.08,158960
-0.055,-0.045,158961
-0.16,-0.035,158962
-0.225,-0.02,158963
-0.235,0.02,158964
-0.215,0.04,158965
-0.22,0.065,158966
-0.27,0.085,158967
-0.3,0.08,158968
-0.315,0.075,158969
-0.315,0.08,158970
-0.315,0.095,158971
-0.31,0.125,158972
-0.32,0.12,158973
-0.345,0.11,158974
-0.34,0.105,158975
-0.34,0.105,158976
-0.325,0.115,158977
-0.31,0.135,158978
-0.335,0.135,158979
-0.365,0.125,158980
-0.355,0.12,158981
-0.345,0.12,158982
-0.33,0.13,158983
-0.335,0.15,158984
-0.365,0.15,158985
-0.37,0.14,158986
-0.37,0.14,158987
-0.345,0.145,158988
-0.35,0.16,158989
-0.345,0.18,158990
-0.36,0.185,158991
-0.37,0.16,158992
-0.38,0.155,158993
-0.375,0.16,158994
-0.37,0.19,158995
-0.37,0.195,158996
-0.385,0.21,158997
-0.4,0.195,158998
-0.395,0.205,158999
-0.395,0.2,159000
-0.385,0.225,159001
-0.38,0.24,159002
-0.4,0.24,159003
-0.41,0.23,159004
-0.42,0.22,159005
-0.4,0.225,159006
-0.39,0.24,159007
-0.39,0.27,159008
-0.405,0.27,159009
-0.41,0.27,159010
-0.4,0.245,159011
-0.395,0.25,159012
-0.365,0.28,159013
-0.375,0.28,159014
-0.375,0.29,159015
-0.39,0.275,159016
-0.38,0.26,159017
-0.355,0.255,159018
-0.325,0.255,159019
-0.315,0.27,159020
-0.31,0.255,159021
-0.315,0.24,159022
-0.29,0.23,159023
-0.27,0.21,159024
-0.235,0.21,159025
-0.22,0.22,159026
-0.215,0.19,159027
-0.22,0.165,159028
-0.205,0.145,159029
-0.185,0.12,159030
-0.155,0.13,159031
-0.15,0.125,159032
-0.14,0.12,159033
-0.14,0.095,159034
-0.135,0.06,159035
-0.11,0.04,159036
-0.085,0.05,159037
-0.075,0.05,159038
-0.085,0.035,159039
-0.1,0.035,159040
-0.115,0.025,159041
-0.09,0.005,159042
-0.1,0.025,159043
-0.105,0.04,159044
-0.13,0.03,159045
-0.16,0.035,159046
-0.175,0.015,159047
-0.155,0.015,159048
-0.145,0.04,159049
-0.17,0.05,159050
-0.185,0.05,159051
-0.205,0.045,159052
-0.21,0.035,159053
-0.21,0.03,159054
-0.2,0.06,159055
-0.21,0.06,159056
-0.23,0.07,159057
-0.245,0.065,159058
-0.24,0.045,159059
-0.235,0.045,159060
-0.22,0.055,159061
-0.215,0.055,159062
-0.225,0.07,159063
-0.245,0.04,159064
-0.245,0.045,159065
-0.245,0.04,159066
-0.24,0.045,159067
-0.24,0.06,159068
-0.25,0.055,159069
-0.26,0.05,159070
-0.27,0.04,159071
-0.25,0.035,159072
-0.24,0.045,159073
-0.24,0.065,159074
-0.255,0.065,159075
-0.26,0.055,159076
-0.265,0.03,159077
-0.255,0.04,159078
-0.25,0.045,159079
-0.255,0.065,159080
-0.265,0.06,159081
-0.275,0.055,159082
-0.27,0.05,159083
-0.265,0.055,159084
-0.245,0.065,159085
-0.255,0.1,159086
-0.25,0.08,159087
-0.27,0.055,159088
-0.255,0.035,159089
-0.23,0.025,159090
-0.2,0.025,159091
-0.19,0.025,159092
-0.175,-0.005,159093
-0.155,-0.06,159094
-0.125,-0.125,159095
-0.07,-0.15,159096
0.0,-0.185,159097
0.045,-0.215,159098
0.075,-0.27,159099
0.135,-0.34,159100
0.19,-0.41,159101
0.265,-0.47,159102
0.36,-0.505,159103
0.425,-0.545,159104
0.49,-0.59,159105
0.565,-0.665,159106
0.65,-0.735,159107
0.72,-0.78,159108
0.815,-0.825,159109
0.915,-0.87,159110
0.975,-0.92,159111
1.035,-0.985,159112
1.12,-1.0,159113
1.205,-1.005,159114
1.31,-0.995,159115
1.35,-0.97,159116
1.345,-0.94,159117
1.3,-0.91,159118
1.25,-0.865,159119
1.2,-0.8,159120
1.185,-0.735,159121
1.15,-0.67,159122
1.12,-0.595,159123
1.07,-0.535,159124
1.05,-0.51,159125
1.045,-0.475,159126
1.035,-0.435,159127
1.035,-0.425,159128
1.01,-0.42,159129
0.99,-0.41,159130
1.015,-0.405,159131
1.065,-0.4,159132
1.085,-0.365,159133
1.045,-0.345,159134
0.945,-0.325,159135
0.795,-0.305,159136
0.625,-0.285,159137
0.44,-0.22,159138
0.235,-0.145,159139
0.025,-0.035,159140
-0.165,0.055,159141
-0.32,0.135,159142
-0.395,0.16,159143
-0.445,0.19,159144
-0.48,0.21,159145
-0.515,0.24,159146
-0.545,0.255,159147
-0.585,0.265,159148
-0.61,0.255,159149
-0.615,0.26,159150
-0.61,0.285,159151
-0.625,0.31,159152
-0.66,0.315,159153
-0.685,0.305,159154
-0.7,0.31,159155
-0.71,0.32,159156
-0.71,0.34,159157
